cofID	FEATURE	Cluster_size	Number_all_TTA_genes	Number FS-TTA-genes	TTA_peak num_TTA	TTA_peak ali_coord	threshold	p_value_min
1000259	nad-binding lipoprotein	2	2	0	2	1222	0.001865672	0.07576461
1000256	ergothioneine biosynthesis glutamate--cysteine ligase egta	3	3	0	2	76	0.002688172	0.04204796
1000255	hypothetical protein	5	5	0	2	625	0.003213368	0.002587378
1000245	sam-dependent methyltransferase	11	11	0	2	124;226;349	0.003968254	0.05050488
1000244	glycoside hydrolase family 2	2	2	0	2	46	0.001596424	0.05230313
1000241	tir domain-containing protein	2	2	0	2	58	0.003101737	0.08543727
1000236	peptidase s8	2	2	0	2	91	0.003094059	0.02626481
1000235	mfs transporter	3	3	0	2	82	0.002802691	0.02812461
1000231	hypothetical protein	2	2	0	2	538	0.00328084	0.05403144
1000226	endonuclease	4	4	0	2	295	0.00382263	0.01918698
1000221	nerd domain-containing protein	2	2	0	2	211;466	0.004166667	0.02823289
1000218	hypothetical protein	2	2	0	2	37	0.002216312	0.04602739
1000217	hypothetical protein	2	2	0	2	85	0.003571429	0.08134746
1000215	pas domain s-box protein	2	2	0	2	169	0.002920561	0.06526763
1000209	helix-turn-helix domain-containing protein	2	2	0	2	226	0.002840909	0.02650187
1000203	dna-binding response regulator	3	3	0	2	502	0.004612546	0.001449868
1000193	pyrophosphatase	2	2	0	2	175	0.004280822	0.1315114
1000186	atp-grasp ribosomal peptide maturase	5	5	0	2	181	0.00376506	0.007533739
1000181	hypothetical protein	4	4	0	2	46	0.004664179	0.1404193
1000177	mfs transporter	4	4	0	2	76	0.002480159	0.04510159
1000171	duf742 domain-containing protein	2	2	0	2	46	0.01008065	0.1829691
1000165	mfs transporter	3	3	0	2	115	0.002962085	0.007296925
1000161	phage tail protein	2	2	0	2	46	0.004960317	0.09499184
1000160	helix-turn-helix transcriptional regulator	5	5	0	2	1750	0.001207729	0.0313505
1000142	hypothetical protein	4	4	1	2	766	0.003676471	0.01936866
1000141	hypothetical protein	6	6	1	2	151;58	0.003709199	0.02884605
1000140	dde endonuclease	3	3	1	2	169	0.006127451	0.02551847
1000139	hypothetical protein	3	3	1	2	259	0.001103266	0.00393384
1000130	serine/threonine protein kinase	9	9	1	2	376	0.001428571	0.01608648
1000120	hypothetical protein	4	4	1	2	70	0.004045307	0.003901827
1000118	transcriptional regulator	3	3	1	2	529	0.00245098	0.001996448
1000111	atp-binding protein	3	3	1	2	169	0.00464684	0.01661191
1000092	fxsb family radical sam/spasm domain protein	7	7	1	2	391	0.001509662	0.008486463
1000086	atp-binding protein	4	4	1	2	304	0.005	0.009928084
1000083	afsr/sarp family transcriptional regulator	3	3	1	2	1993	0.001079447	0.0028411
1000071	hypothetical protein	2	2	2	2	688	0.004084967	0.06121106
1000068	amino acid adenylation protein	4	4	1	2	358	0.000874126	0.0248294
1000067	is5/is1182 family transposase	7	7	1	2	304;325;466	0.004194631	0.03288438
1000066	dna-binding response regulator	4	4	1	2	145	0.005364807	0.07531928
1000063	monooxygenase	5	5	1	2	172	0.002535497	0.00434141
1000057	moxr family atpase	10	10	3	2	163;163	0.002723312	0.02416869
1000054	histidine kinase	4	4	1	2	898	0.00250501	0.03208895
1000048	duf742 domain-containing protein	3	3	1	2	43	0.009469697	0.102795
1000047	cytochrome p450	3	3	1	2	346	0.002711497	0.08065843
1000043	glycosyltransferase family 4 protein	6	6	1	2	220	0.001768034	0.00750652
1000040	cinnamyl-alcohol dehydrogenase	3	3	1	2	49	0.005274262	0.01424638
1000039	luxr family transcriptional regulator	7	7	2	2	1201	0.001078516	0.008355185
1000032	pyridine nucleotide-disulfide oxidoreductase	8	8	1	2	208	0.002055921	0.01306444
1000031	hypothetical protein	6	6	4	2	688;676;706	0.002515091	0.007757449
1000029	carbamoyltransferase	3	3	2	2	49	0.002189142	0.007314821
1000027	carbamoyltransferase	3	3	1	2	49	0.002189142	0.02358198
1000023	arac family transcriptional regulator	13	13	1	2	886;970	0.002948113	0.005854391
1000012	rna polymerase sigma factor	6	6	1	2	217	0.004770992	0.001088029
1000009	hypothetical protein	3	3	2	2	319	0.001768034	0.01600171
1000003	class i sam-dependent methyltransferase	2	2	0	2	181	0.004578755	0.03865242
1000001	ripp maturation radical sam protein 1	2	2	0	2	400	0.001876877	0.03952702
1000000	class i sam-dependent methyltransferase	2	2	0	2	145	0.004844961	0.06434751
1001531	hypothetical protein	2	2	0	1	304;328	0.002520161	0.0603413
1001529	duf1080 domain-containing protein	2	2	0	1	136;76	0.000977326	0.03235846
1001528	thua domain-containing protein	6	6	0	1	115;121;274;280;289;55	0.000808016	0.00258016
1001526	hypothetical protein	3	3	0	1	208;22;259;322;766	0.002665245	0.04830399
1001524	luxr family transcriptional regulator	2	2	0	1	175;268;3052;307	0.00121124	0.04853396
1001523	amino acid adenylation domain-containing protein	6	6	1	1	1135;1138;1954;1960;1999;2077;2086;1918	0.00078964	0.01825001
1001519	sam-dependent methyltransferase	2	2	0	1	145;286	0.004416961	0.0532763
1001518	hypothetical protein	2	2	0	1	1126;1246	0.002802691	0.05154539
1001515	dna-binding protein	3	3	0	1	1390;1471;1510	0.00133833	0.01460953
1001512	beta-mannosidase	2	2	0	1	55;61	0.002252252	0.08067905
1001507	hypothetical protein	2	2	0	1	1354;2026;2461;2470	0.001314406	0.04975343
1001505	hypothetical protein	2	2	0	1	565;574	0.003019324	0.04046876
1001504	kr domain-containing protein	7	7	0	1	2410;2986;3088;3133;8965;9064;9586;9889	0.000204182	0.000609184
1001501	bacteriocin biosynthesis protein	2	2	0	1	1942;1984;2089	0.00120308	0.02931112
1001499	zinc carboxypeptidase	2	2	0	1	43;55	0.001261352	0.05332316
1001496	pe-pgrs family protein	2	2	0	1	211;349	0.002783964	0.03309219
1001494	fad-binding protein	2	2	0	1	955;982	0.001819505	0.01777583
1001493	amino acid permease	2	2	0	1	364;490	0.002446184	0.07513297
1001492	peptidase m15	2	2	0	1	175;343	0.005274262	0.05390008
1001489	thymidylate synthase	2	2	0	1	43;49;961	0.003665689	0.131359
1001488	type i-e crispr-associated protein cse1/casa	4	4	0	1	130;136;220;286;403;67	0.001971609	0.03116332
1001487	hypothetical protein	2	2	0	1	139;229	0.00753012	0.09427097
1001483	energy-coupling factor transporter transmembrane protein ecft	2	2	0	1	1003;1057;175;961	0.002336449	0.03626708
1001480	xre family transcriptional regulator	2	2	0	1	172;307;493	0.003041363	0.04054117
1001478	pentapeptide repeat-containing protein	2	2	0	1	1003;1552;1573;1774;604;655	0.001795977	0.03510911
1001477	ggdef domain-containing protein	2	2	0	1	2320;2326	0.001232742	0.01437547
1001475	saved domain-containing protein	2	2	0	1	1033;526;604	0.003255208	0.04355368
1001474	hypothetical protein	2	2	0	1	2620;2740;2848;826	0.000840619	0.01058415
1001465	sigma-70 family rna polymerase sigma factor	2	2	0	1	112;172	0.007062147	0.1320008
1001452	xre family transcriptional regulator	3	3	0	1	436;505;526	0.003551136	0.07644874
1001447	xre family transcriptional regulator	2	2	0	1	112;226	0.002920561	0.04194362
1001444	sugar kinase	2	2	0	1	385;499	0.002604167	0.1030445
1001438	helix-turn-helix transcriptional regulator	2	2	0	1	1231;1318;1879	0.001232742	0.05455475
1001437	dna-binding protein	2	2	0	1	172;250	0.002790179	0.03509943
1001436	hypothetical protein	4	4	0	1	103;106;211;85	0.01190476	0.01722532
1001435	n-acetylmuramoyl-l-alanine amidase	2	2	0	1	151;94	0.001857355	0.03528356
1001434	alpha/beta hydrolase	2	2	0	1	601;721	0.00492126	0.09852097
1001433	voc family protein	2	2	0	1	169;247	0.004528986	0.1721171
1001431	xre family transcriptional regulator	2	2	0	1	58;67	0.004385965	0.01658156
1001429	hypothetical protein	3	3	0	1	70;76;85	0.001232742	0.006820022
1001427	hypothetical protein	2	2	0	1	154;646;94	0.001758087	0.03044348
1001426	nacht domain-containing protein	4	4	0	1	112;2320;2365;511;571;70	0.000998403	0.04587666
1001425	peptidase	3	3	0	1	217;61;94	0.002604167	0.01852919
1001423	cation/h(+) antiporter	2	2	0	1	175;43	0.002815315	0.02909902
1001420	hypothetical protein	2	2	0	1	1819;2554;2692;2830;2968;3109;3385;3523;3811	0.000959325	0.03707228
1001419	atp-binding protein	2	2	0	1	280;301	0.001376652	0.02133631
1001417	hypothetical protein	2	2	0	1	115;265	0.003324468	0.004006331
1001407	serine/threonine protein kinase	2	2	0	1	16;469;592	0.000809586	0.03698672
1001401	fad-binding protein	2	2	0	1	127;79	0.00204918	0.07364098
1001399	luxr family transcriptional regulator	2	2	0	1	139;190	0.003687316	0.04017963
1001393	helix-turn-helix domain-containing protein	2	2	0	1	259;616;682	0.002147766	0.09803006
1001392	hypothetical protein	2	2	0	1	1723;817;910	0.001860119	0.1072871
1001386	mbl fold metallo-hydrolase	2	2	0	1	187;271	0.004084967	0.08320473
1001373	duf418 domain-containing protein	2	2	0	1	211;88	0.002948113	0.04117757
1001370	mmpl family transporter	2	2	0	1	106;118	0.00152439	0.04063766
1001369	hypothetical protein	3	3	0	1	2782;2890;3121	0.000795672	0.02205734
1001367	hypothetical protein	2	2	0	1	2269;2284	0.001201923	0.03099277
1001366	hypothetical protein	3	3	0	1	118;355;442;487	0.002362949	0.01254036
1001365	acyl-coa desaturase	2	2	0	1	139;217	0.003521127	0.08800722
1001364	hypothetical protein	2	2	0	1	211;262	0.002688172	0.08552303
1001363	hypothetical protein	2	2	0	1	61;70;877	0.002390057	0.08255117
1001361	tetratricopeptide repeat protein	7	7	0	1	2032;2059;2065;2143;2320;2449;670;832;901;907	0.000733138	0.01217347
1001360	dna-binding response regulator	6	6	0	1	232;355;367;421;448;550	0.004960317	0.03463951
1001358	chitin-binding protein	3	3	0	1	52;64;76;97	0.003342246	0.000402686
1001357	nitrate abc transporter substrate-binding protein	2	2	0	1	37;40	0.00382263	0.06005849
1001355	abc transporter atp-binding protein	2	2	0	1	142;151	0.001962323	0.01658092
1001354	hypothetical protein	2	2	0	1	499;610	0.002525253	0.1088484
1001353	sgnh/gdsl hydrolase family protein	2	2	0	1	220;94	0.003164557	0.1174438
1001352	hypothetical protein	2	2	0	1	67;73	0.005656109	0.09203909
1001351	hypothetical protein	2	2	0	1	412;436	0.002297794	0.03477941
1001350	helix-turn-helix domain-containing protein	2	2	0	1	847;931	0.002699784	0.03906425
1001346	hamp domain-containing protein	2	2	0	1	154;37	0.001402918	0.03678306
1001345	atp-grasp ribosomal peptide maturase	2	2	0	1	793;874	0.003834356	0.01939738
1001343	hypothetical protein	3	3	0	1	166;178;268;463	0.001484561	0.02952121
1001340	hypothetical protein	5	5	0	1	1162;154;1774;190;1954;358;367	0.001840943	0.03139974
1001337	kr domain-containing protein	9	9	0	1	2536;2920;2971;2995;3019;3079;3151;5650;8275;8389;8515	0.000235582	0.001547924
1001336	xre family transcriptional regulator	2	2	0	1	118;205	0.00267094	0.02649543
1001335	superoxide dismutase	2	2	0	1	130;49	0.003846154	0.08174606
1001333	vwa domain-containing protein	2	2	0	1	1084;955	0.001287333	0.06146278
1001332	hypothetical protein	2	2	0	1	322;388	0.003272251	0.03781061
1001331	replication initiation protein	3	3	0	1	1102;1117;1198	0.00257732	0.01045449
1001330	arac family transcriptional regulator	2	2	0	1	409;421	0.002853881	0.05115992
1001327	deoxyribonuclease hsdr	2	2	0	1	118;40	0.001046901	0.05105904
1001326	hypothetical protein	2	2	0	1	49;55	0.00251004	0.0195855
1001325	atp-binding protein	2	2	0	1	10;286;373	0.004416961	0.04709141
1001321	hypothetical protein	2	2	0	1	655;781	0.001775568	0.03841602
1001319	gntr family transcriptional regulator	2	2	0	1	358;388	0.005165289	0.04512496
1001318	hypothetical protein	4	4	0	1	226;295;310;397;73	0.004208754	0.01211346
1001317	hypothetical protein	2	2	0	1	169;358;91	0.004940711	0.1094035
1001316	crispr-associated helicase cas3	2	2	0	1	124;172	0.001518834	0.01527996
1001315	m56 family peptidase	2	2	0	1	217;349	0.004019293	0.0448913
1001313	chat domain-containing protein	2	2	0	1	1693;1729	0.00093985	0.02457499
1001310	carbonic anhydrase	3	3	0	1	145;196;283	0.004401408	0.005954175
1001307	alpha-n-arabinofuranosidase	2	2	0	1	58;70	0.001497006	0.06010581
1001306	hypothetical protein	2	2	0	1	133;193	0.003125	0.0636725
1001304	nudix hydrolase	3	3	0	1	109;52;79	0.006868132	0.05844778
1001303	hypothetical protein	2	2	0	1	181;73	0.004310345	0.06849967
1001298	chitin-binding protein	5	5	0	1	124;136;142;154;160	0.002637131	0.001496255
1001295	hypothetical protein	2	2	0	1	145;37;517	0.00282167	0.03408351
1001294	iron abc transporter permease	2	2	0	1	55;67	0.003462604	0.07359964
1001291	histidine kinase	2	2	0	1	208;289	0.002962085	0.07334579
1001289	laminin g	4	4	0	1	151;46;70;88	0.001908397	0.01552485
1001288	sigma-70 family rna polymerase sigma factor	2	2	0	1	325;367;454	0.007022472	0.131915
1001285	gdp-mannose 4,6-dehydratase	2	2	0	1	223;331	0.003709199	0.02491745
1001284	hypothetical protein	2	2	0	1	172;88	0.003918495	0.04183415
1001282	hypothetical protein	2	2	0	1	184;34;85	0.004545455	0.04718365
1001281	abc transporter permease	2	2	0	1	559;58;664	0.003955696	0.04172012
1001278	pin domain-containing protein	2	2	0	1	172;34	0.006410256	0.1451584
1001275	hypothetical protein	3	3	0	1	442;556;637	0.00210084	0.07505588
1001270	hypothetical protein	2	2	0	1	121;166	0.003742515	0.03845279
1001268	leucine-rich repeat domain-containing protein	2	2	0	1	106;250	0.00194704	0.04142065
1001264	hypothetical protein	2	2	0	1	58;79	0.004340278	0.1323277
1001261	lantibiotic dehydratase	7	7	0	1	1267;1429;1486;193;310;343;841;892;961	0.001115076	0.007055299
1001258	hypothetical protein	2	2	0	1	157;283;328;418	0.006345178	0.03345956
1001257	class a beta-lactamase	2	2	0	1	55;58	0.00390625	0.09984477
1001255	ggdef domain-containing protein	2	2	0	1	1582;1639	0.001181474	0.02246814
1001254	hypothetical protein	2	2	0	1	2365;2401	0.00128866	0.06488458
1001253	abc transporter atp-binding protein	2	2	0	1	187;334	0.002155172	0.007768753
1001251	hypothetical protein	2	2	0	1	235;313;73	0.009541985	0.0234543
1001250	endonuclease	2	2	0	1	250;304	0.004019293	0.04486054
1001247	abc transporter atp-binding protein	2	2	0	1	1201;1261	0.001874063	0.02168404
1001246	abc transporter atp-binding protein	2	2	0	1	547;574	0.00204918	0.03006348
1001242	lysr family transcriptional regulator	2	2	0	1	121;136	0.003453039	0.05705109
1001241	crispr-associated helicase/endonuclease cas3	2	2	0	1	181;520;589	0.001247505	0.02030036
1001239	acyl-coa dehydrogenase	2	2	0	1	139;226	0.003056235	0.01492532
1001238	xre family transcriptional regulator	2	2	0	1	148;286	0.002620545	0.06894484
1001235	hypothetical protein	2	2	0	1	106;52	0.003561254	0.2115996
1001234	serine/threonine protein kinase	3	3	0	1	1027;1054;934	0.001738526	0.0752679
1001233	penicillin-binding protein	2	2	0	1	313;322	0.00250501	0.04594987
1001229	crispr-associated helicase cas3	2	2	0	1	1150;1576;307;337;37	0.001174812	0.02598644
1001223	hypothetical protein	2	2	0	1	1639;1660;235;652	0.00128866	0.02513048
1001215	helix-turn-helix transcriptional regulator	2	2	0	1	121;172	0.003501401	0.03716476
1001214	m56 family peptidase	2	2	0	1	784;907	0.003894081	0.04211233
1001211	2-epi-5-epi-valiolone synthase	3	3	0	1	142;184;211;217;280	0.003012048	0.006904698
1001209	mfs transporter	2	2	0	1	37;58	0.002470356	0.0178847
1001208	fad-dependent oxidoreductase	2	2	0	1	241;91	0.002682403	0.04028975
1001204	abc transporter atp-binding protein	3	3	0	1	172;190;244	0.001780627	0.01030669
1001203	duf4231 domain-containing protein	2	2	0	1	145;244;253;352	0.003968254	0.05082172
1001202	dna methyltransferase	2	2	0	1	1384;2296;2380;2911;3034;322;88;994	0.00108038	0.02833052
1001200	sensor histidine kinase	2	2	0	1	205;259;304	0.00194704	0.01435732
1001199	fad-dependent oxidoreductase	2	2	0	1	565;616	0.00262605	0.03322147
1001198	xre family transcriptional regulator	3	3	0	1	274;415;550	0.002962085	0.01145933
1001196	sensor histidine kinase	2	2	0	1	223;349	0.002268603	0.03471223
1001192	hypothetical protein	2	2	0	1	139;73	0.004734848	0.06337378
1001188	hamp domain-containing protein	2	2	0	1	493;565	0.003164557	0.01654605
1001187	xre family transcriptional regulator	2	2	0	1	319;388	0.003164557	0.01654605
1001185	arac family transcriptional regulator	2	2	0	1	208;442;568	0.004385965	0.07647458
1001182	transporter	2	2	0	1	190;268	0.001533742	0.0191004
1001176	stas domain-containing protein	2	2	0	1	298;412	0.007861635	0.05209148
1001172	duf2029 domain-containing protein	2	2	0	1	472;607	0.001760563	0.02736428
1001170	monooxygenase	2	2	0	1	328;412	0.002997602	0.06551192
1001169	hypothetical protein	2	2	0	1	310;316;988	0.003644315	0.02941397
1001168	hypothetical protein	2	2	0	1	562;616	0.00464684	0.03469893
1001166	isazo13 family transposase	2	2	0	1	292;421	0.002216312	0.1199194
1001164	cytochrome c	2	2	0	1	259;373;481	0.000819672	0.01327504
1001162	glycosyltransferase	2	2	0	1	595;694	0.003894081	0.04628645
1001151	duf2075 domain-containing protein	4	4	0	1	583;610;655;769;790;805;97	0.001608752	0.03560874
1001142	hypothetical protein	3	3	0	1	529;637;670	0.0025	0.00728936
1001140	afsr/sarp family transcriptional regulator	2	2	0	1	109;211	0.001135332	0.06302568
1001139	degt/dnrj/eryc1/strs aminotransferase family protein	3	3	0	1	610;718;784	0.002866972	0.007277058
1001138	xre family transcriptional regulator	3	3	0	1	661;670;685;748	0.003101737	0.05237298
1001136	hypothetical protein	2	2	0	1	124;82	0.008445946	0.05520461
1001130	membrane protein	2	2	0	1	361;400	0.003753754	0.04053529
1001129	hypothetical protein	3	3	0	1	118;148;85	0.003623188	0.01396647
1001127	l-lysine 6-monooxygenase	2	2	0	1	106;130	0.002653928	0.1255653
1001124	kr domain-containing protein	2	2	0	1	292;319	0.00390625	0.0220478
1001123	xre family transcriptional regulator	3	3	0	1	112;58;91	0.004716981	0.02108581
1001122	dna-binding response regulator	3	3	0	1	133;238;73	0.005868545	0.03273495
1001121	lysm peptidoglycan-binding domain-containing protein	2	2	0	1	58;91	0.002688172	0.03090939
1001118	nacht domain-containing protein	2	2	0	1	37;466;556	0.001133273	0.04003636
1001117	n-acetyltransferase	2	2	0	1	502;595	0.003742515	0.06102575
1001114	sgnh hydrolase	2	2	0	1	40;49	0.004512635	0.04476526
1001113	arsr family transcriptional regulator	2	2	0	1	670;805	0.003799392	0.02345459
1001109	hypothetical protein	2	2	0	1	664;790	0.001822157	0.04848477
1001108	chitinase	2	2	0	1	16;187;223	0.00257732	0.05299223
1001107	cytochrome p450	3	3	0	1	1015;955;991	0.00246063	0.01138176
1001105	methyltransferase domain-containing protein	2	2	0	1	154;265;601	0.003930818	0.04715044
1001103	daunorubicin resistance protein drra family abc transporter atp-binding protein	2	2	0	1	337;382	0.003665689	0.04665763
1001101	xre family transcriptional regulator	3	3	0	1	106;115;226	0.00267666	0.003594045
1001096	peptidase m4 family protein	2	2	0	1	100;130	0.001257545	0.07271385
1001095	xre family transcriptional regulator	2	2	0	1	580;670	0.004844961	0.0983884
1001092	serine/threonine protein phosphatase	4	4	1	1	691;832;895;961	0.001738526	0.01737397
1001090	mfs transporter	2	2	0	1	115;79	0.002556237	0.03995851
1001087	carbohydrate abc transporter substrate-binding protein	2	2	0	1	199;73	0.002688172	0.0224748
1001084	tetr/acrr family transcriptional regulator	2	2	0	1	424;550	0.006127451	0.09429361
1001081	glycosyl transferase	2	2	0	1	163;40	0.002955083	0.07102744
1001078	tetr/acrr family transcriptional regulator	2	2	0	1	370;511	0.004310345	0.03678615
1001077	sugar transferase	4	4	0	1	1009;1075;28;46;892;925	0.002417795	0.003940357
1001073	hypothetical protein	2	2	0	1	109;61	0.001714678	0.03296294
1001071	hypothetical protein	2	2	0	1	139;184	0.00390625	0.1471419
1001068	hypothetical protein	7	7	1	1	1126;1168;478;487;577;682;712;739;991;358	0.001780627	0.05978176
1001067	nacht domain-containing protein	2	2	0	1	3061;3199;3571;3574;3649	0.000971251	0.002898919
1001066	luxr family transcriptional regulator	2	2	0	1	109;220	0.003140704	0.02844062
1001064	peptide-binding protein	4	4	0	1	16;208;283;31;61;79	0.002336449	0.04987434
1001063	hypothetical protein	2	2	0	1	1612;1696;1792	0.001680108	0.04235888
1001062	tetratricopeptide repeat protein	2	2	0	1	1123;2578;301;991	0.001410835	0.04122824
1001060	hypothetical protein	2	2	0	1	178;244	0.002413127	0.0525811
1001057	hypothetical protein	2	2	0	1	1816;205;229	0.001911315	0.1020575
1001054	hypothetical protein	2	2	0	1	265;391	0.003109453	0.0688104
1001052	laci family transcriptional regulator	2	2	0	1	394;520	0.003633721	0.06363961
1001051	hypothetical protein	3	3	0	1	1150;1156;2158;2902;2947	0.001148897	0.01098971
1001050	hypothetical protein	3	3	0	1	3049;3154;3199;3841	0.00084631	0.007012793
1001049	kr domain-containing protein	2	2	0	1	262;4237;4699	0.00049505	0.09611147
1001046	hypothetical protein	2	2	0	1	1792;2062;400;502;511	0.001576293	0.0512105
1001045	copper oxidase	2	2	0	1	124;136	0.003623188	0.02901966
1001040	spermidine synthase	2	2	0	1	76;94	0.005387931	0.1045292
1001038	hypothetical protein	2	2	0	1	211;265	0.003930818	0.09878545
1001033	hypothetical protein	2	2	0	1	178;190;715	0.002204586	0.03717021
1001031	hypothetical protein	2	2	1	1	1405;1369	0.001345533	0.007503834
1001027	laci family transcriptional regulator	2	2	0	1	790;925	0.003665689	0.07915484
1001018	duf3732 domain-containing protein	2	2	0	1	1630;1699	0.001840943	0.0328059
1001017	duf3492 domain-containing protein	3	3	0	1	1876;631;766;922	0.001888218	0.005340696
1001015	transposase	2	2	0	1	100;241	0.002969121	0.02083724
1001013	tnsa-like heteromeric transposase endonuclease subunit	2	2	0	1	583;661	0.004826255	0.02721604
1001011	hypothetical protein	2	2	0	1	208;85	0.001531863	0.009990202
1001010	rna polymerase sigma factor	2	2	0	1	412;529	0.005411255	0.04453209
1001009	hypothetical protein	2	2	0	1	682;754	0.00146886	0.02664378
1000999	nacht domain-containing protein	4	4	0	1	1051;1171;1207;1243	0.001012146	0.01827676
1000993	hypothetical protein	3	3	0	1	1081;1168;934	0.001262626	0.01487839
1000992	xre family transcriptional regulator	4	4	0	1	124;160;163;229	0.004770992	0.01066039
1000989	sige family rna polymerase sigma factor	2	2	0	1	133;88	0.006613757	0.01614046
1000988	y4ya family plp-dependent enzyme	3	3	0	1	364;475;481	0.002336449	0.003836393
1000987	hypothetical protein	2	2	0	1	103;748;844	0.001075731	0.02745055
1000985	serine/threonine protein kinase	2	2	0	1	1765;1837	0.001393534	0.01924336
1000981	hypothetical protein	2	2	0	1	505;565	0.002637131	0.1254395
1000980	hypothetical protein	2	2	0	1	130;58	0.001191611	0.01215264
1000979	hnh endonuclease	2	2	0	1	73;82	0.005482456	0.04783627
1000978	crp/fnr family transcriptional regulator	2	2	0	1	109;205;211	0.005186722	0.09476961
1000972	mfs transporter	3	3	0	1	283;286;301	0.001896813	0.008943598
1000970	hypothetical protein	2	2	0	1	109;88	0.002693966	0.03777647
1000968	duf4297 domain-containing protein	2	2	0	1	400;445	0.003156566	0.0646066
1000966	hypothetical protein	3	3	0	1	292;319;346	0.00168691	0.001989388
1000965	hypothetical protein	2	2	0	1	55;94	0.00331565	0.05992667
1000964	polyamine aminopropyltransferase	2	2	0	1	259;337	0.002252252	0.01958693
1000959	cbxx/cfqx	2	2	0	1	238;241	0.001849112	0.03705652
1000957	sensor histidine kinase	2	2	1	1	1264;1156	0.002802691	0.0640371
1000955	tetr/acrr family transcriptional regulator	2	2	0	1	100;61	0.005707763	0.07814439
1000954	hypothetical protein	2	2	0	1	154;67	0.006944444	0.05359588
1000953	chat domain-containing protein	2	2	0	1	1318;1402	0.001435132	0.02052554
1000952	peptidase	2	2	0	1	166;178	0.003602305	0.08668619
1000951	pentapeptide repeat-containing protein	2	2	0	1	301;310;319	0.00267094	0.02816503
1000949	hypothetical protein	2	2	0	1	2968;2998	0.000784191	0.02380875
1000946	stas domain-containing protein	2	2	0	1	328;436;499	0.00748503	0.05042836
1000943	cynx/nimt family mfs transporter	2	2	0	1	124;76	0.00273523	0.05184656
1000941	inositol phosphorylceramide synthase	4	4	0	1	1027;13;172;247;289;352;481	0.002682403	0.01607309
1000937	duf3696 domain-containing protein	2	2	0	1	112;127;214	0.003140704	0.01973828
1000935	serine/threonine protein kinase	2	2	0	1	1504;1513	0.001914242	0.04333773
1000934	kr domain-containing protein	2	2	0	1	148;160	0.004844961	0.0729834
1000932	mmpl family transporter	4	4	0	1	106;130;157;229	0.001526252	0.04018049
1000928	sensor histidine kinase	2	2	0	1	1216;1219	0.002955083	0.05265616
1000925	response regulator	2	2	0	1	415;472	0.006443299	0.114313
1000924	dna primase	2	2	0	1	739;745	0.003720238	0.05884312
1000921	xre family transcriptional regulator	2	2	0	1	223;229	0.004340278	0.1918832
1000919	type i polyketide synthase	2	2	0	1	37;91	0.000456371	0.02400933
1000917	afsr/sarp family transcriptional regulator	2	2	0	1	466;562	0.001086012	0.04449153
1000916	is5 family transposase	2	2	0	1	49;61	0.004595588	0.07958422
1000915	hypothetical protein	2	2	0	1	37;43	0.00748503	0.08346133
1000912	n-acyl homoserine lactonase family protein	2	2	0	1	175;256	0.004882812	0.1112524
1000911	hypothetical protein	3	3	0	1	103;193;214	0.004295533	0.03157365
1000910	hypothetical protein	2	2	0	1	40;43	0.000865651	0.03297206
1000905	arsr family transcriptional regulator	2	2	0	1	121;67	0.003776435	0.03115767
1000901	abc transporter atp-binding protein	3	3	0	1	109;154;232	0.001940994	0.05918535
1000899	is4 family transposase	5	5	1	1	118;139;196;349;91;196	0.00204918	0.01730798
1000898	dna-binding response regulator	2	2	0	1	163;202	0.005274262	0.09653053
1000896	dna-directed rna polymerase sigma-70 factor	2	2	0	1	103;169	0.003360215	0.02712281
1000895	glycosyl transferase	3	3	0	1	253;265;412;70	0.00188253	0.005467411
1000888	hypothetical protein	2	2	0	1	316;451	0.007668712	0.03115534
1000887	hypothetical protein	2	2	0	1	1372;1438	0.001552795	0.05406357
1000886	peptidase m9	2	2	0	1	151;4;82	0.00146886	0.06054415
1000881	dna-directed rna polymerase sigma-70 factor	2	2	0	1	226;274	0.005841121	0.005826545
1000878	arac family transcriptional regulator	2	2	0	1	331;406	0.00308642	0.04645586
1000877	chat domain-containing protein	3	3	1	1	595;712;1027;3412	0.00096302	0.005883587
1000875	hypothetical protein	2	2	0	1	2236;331;427;763	0.001098418	0.047307
1000870	duf3492 domain-containing protein	2	2	0	1	205;226	0.002029221	0.0461665
1000869	terd family protein	3	3	0	1	211;274;349	0.001714678	0.01221221
1000868	atp-grasp ribosomal peptide maturase	4	4	0	1	178;190;226;70	0.003787879	0.00543456
1000865	atp-binding protein	2	2	0	1	268;316	0.001393534	0.02599874
1000862	dna-binding response regulator	2	2	0	1	322;439	0.00534188	0.01230357
1000859	polyprenyl synthetase family protein	2	2	0	1	112;124	0.003551136	0.05168381
1000853	dna-binding protein	2	2	0	1	58;73	0.004789272	0.05672109
1000852	hypothetical protein	2	2	0	1	1264;1276	0.000735727	0.02657495
1000846	replication initiation protein	2	2	0	1	643;769	0.002535497	0.09464398
1000843	integrase	2	2	0	1	55;661;718	0.002582645	0.07373104
1000841	hypothetical protein	2	2	0	1	529;589	0.002969121	0.02235297
1000840	lysr family transcriptional regulator	2	2	0	1	568;631	0.003968254	0.1506258
1000836	polyprenyl synthetase family protein	6	6	0	1	130;151;172;274;403;550	0.003324468	0.04208925
1000831	biotin transporter bioy	2	2	0	1	460;604	0.003026634	0.006066996
